"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.681601317E1,3.612490960E-1,-7.647317536E-2,4.606628280E0
2.682604117E1,8.036963196E-2,-8.918487601E-1,5.080814080E0
2.683606917E1,-1.535522136E-1,-1.427113552E0,5.073221471E0
2.684609817E1,-2.111787531E-1,-1.680881542E0,4.646709774E0
2.685612617E1,-5.653471816E-2,-1.781493705E0,3.630232728E0
2.686615517E1,8.240297380E-2,-1.675570808E0,2.215602397E0
2.687618317E1,2.000620267E-1,-1.393882510E0,7.423572367E-1
2.688621217E1,2.667127934E-1,-1.043293473E0,-4.488135624E-1
2.689624017E1,2.991425295E-1,-6.700081026E-1,-1.268350537E0
2.690626917E1,3.322192052E-1,-3.274972131E-1,-1.755194390E0
2.691629717E1,4.301358745E-1,-1.953652690E-1,-1.879590395E0
2.692632617E1,4.738167682E-1,-1.857655296E-1,-1.754755849E0
2.693635417E1,3.073743128E-1,-2.628031806E-1,-1.586379427E0
2.694638317E1,2.115298967E-1,-3.989368860E-1,-1.583373958E0
2.695641117E1,1.301125716E-1,-5.378330353E-1,-1.680893236E0
2.696644017E1,1.338915905E-1,-5.927235530E-1,-1.949475147E0
2.697646817E1,2.036980995E-1,-4.757636717E-1,-2.226016288E0
2.698649717E1,1.519197989E-1,-1.704640972E-1,-2.369122798E0
2.699652517E1,2.232729695E-1,1.419774858E-1,-2.436944652E0
2.700655417E1,4.469982577E-1,3.270494626E-1,-2.557180363E0
2.701658217E1,5.628789988E-1,3.691029299E-1,-2.970413033E0
2.702661117E1,5.815918796E-1,3.292921621E-1,-3.492611491E0
2.703663917E1,4.694975761E-1,3.580370743E-1,-3.908564286E0
2.704666817E1,2.184831132E-1,4.506229102E-1,-4.213408290E0
2.705669617E1,-1.188278474E-1,5.182330953E-1,-4.399728647E0
2.706672517E1,-4.699890346E-1,5.182996074E-1,-4.378912559E0
2.707675317E1,-6.319462370E-1,4.871586525E-1,-4.138993115E0
2.708678217E1,-6.747783342E-1,4.295487410E-1,-3.761060085E0
2.709681017E1,-5.967454872E-1,4.734068783E-1,-3.235529884E0
2.710683817E1,-4.167380762E-1,6.504754056E-1,-2.703922672E0
2.711686717E1,-2.484536017E-1,7.945695835E-1,-2.191015440E0
2.712689496E1,-6.925683416E-2,8.940438779E-1,-1.780442668E0
2.713692396E1,1.545148663E-2,9.049179449E-1,-1.521575906E0
2.714695196E1,-5.347973071E-2,8.503685392E-1,-1.327279946E0
2.715698096E1,-6.507315136E-2,8.198517014E-1,-9.074054235E-1
2.716700896E1,-1.288438354E-1,8.547826023E-1,-3.684734040E-1
2.717703796E1,-2.405879273E-1,9.052513824E-1,2.349054569E-1
2.718706596E1,-4.428090566E-1,9.763432921E-1,7.637100989E-1
2.719709496E1,-8.551838674E-1,9.902734063E-1,1.352977290E0
2.720712296E1,-1.051541409E0,9.654602350E-1,1.994978764E0
2.721715196E1,-6.262336535E-1,9.382153530E-1,2.452071399E0
2.722717996E1,3.532471083E-2,8.553557025E-1,2.420004099E0
2.723720896E1,5.135201664E-1,8.626280308E-1,2.298573217E0
2.724723696E1,7.241134854E-1,9.866522987E-1,2.362386221E0
2.725726596E1,6.481649514E-1,1.091919576E0,2.597684026E0
2.726729396E1,4.408790369E-1,1.057001320E0,2.944464844E0
2.727732296E1,3.275113195E-2,9.177222508E-1,3.319718680E0
2.728735096E1,-3.241513632E-1,8.374653422E-1,3.711580362E0
2.729737996E1,-2.766670020E-1,7.790078768E-1,3.870863779E0
2.730740796E1,-1.333794475E-1,6.472909389E-1,3.763605378E0
2.731743696E1,-8.977325208E-2,4.064272423E-1,3.804138277E0
2.732746496E1,-1.895008772E-1,6.882932961E-2,4.228628007E0
2.733749296E1,-4.353942756E-1,-3.638869212E-1,4.691942664E0
2.734752196E1,-6.862564185E-1,-7.661749195E-1,4.810841117E0
2.735754996E1,-6.980580001E-1,-1.105316424E0,4.336113279E0
2.736757896E1,-6.244926450E-1,-1.361913735E0,3.137172115E0
2.737760696E1,-7.013616769E-1,-1.314718519E0,1.736871555E0
2.738763596E1,-7.858029992E-1,-1.048665529E0,5.833509779E-1
2.739766396E1,-8.343386167E-1,-9.386320402E-1,-3.635237360E-1
2.740769296E1,-9.821281618E-1,-9.566996442E-1,-1.027696098E0
2.741772096E1,-1.056402199E0,-9.841969067E-1,-1.177728050E0
2.742774996E1,-1.029896698E0,-9.628861445E-1,-8.628648430E-1
2.743777796E1,-8.848511779E-1,-8.993533690E-1,-3.892058766E-1
2.744780696E1,-6.364782677E-1,-8.867032103E-1,4.419325590E-2
2.745783496E1,-4.052871814E-1,-9.368980484E-1,3.249771363E-1
2.746786396E1,-2.325727102E-1,-1.000750520E0,4.556711769E-1
2.747789196E1,-1.714783698E-1,-1.019396122E0,4.983166748E-1
2.748792096E1,-1.510716603E-1,-9.868496422E-1,4.246914589E-1
2.749794896E1,-1.041969444E-1,-8.448624355E-1,1.083506602E-1
2.750797696E1,-7.360460445E-2,-7.057831952E-1,-4.671346432E-1
2.751800596E1,-1.501564980E-2,-6.380912952E-1,-1.128778085E0
2.752803396E1,1.169459210E-1,-5.624125372E-1,-1.713088006E0
2.753806296E1,2.590836205E-1,-5.649207003E-1,-2.374856578E0
2.754809096E1,3.422591668E-1,-5.215352373E-1,-2.993499010E0
2.755811996E1,4.785825413E-1,-3.866054736E-1,-3.437256485E0
2.756814796E1,5.730973736E-1,-3.897518604E-1,-3.940683627E0
2.757817696E1,5.780718192E-1,-3.996335086E-1,-4.342196138E0
2.758820496E1,5.715414295E-1,-2.913663174E-1,-4.521579943E0
2.759823396E1,3.958328915E-1,-1.154158509E-1,-4.490675654E0
2.760826196E1,2.074956103E-1,6.246726662E-3,-4.225866367E0
2.761829096E1,1.668479598E-1,6.762261048E-2,-3.948704252E0
2.762831896E1,2.149527837E-1,9.628668487E-2,-3.817708495E0
2.763834796E1,2.540510682E-1,1.136187091E-1,-3.737571235E0
2.764837596E1,1.478067213E-1,6.985434651E-2,-3.542184185E0
2.765840396E1,-7.843418531E-2,-4.158832133E-3,-3.130080612E0
2.766843296E1,-1.363652551E-1,9.883256257E-4,-2.589866883E0
2.767846096E1,-9.645113781E-2,7.911282778E-2,-2.026472452E0
2.768848996E1,-9.803354055E-2,2.673643743E-1,-1.418321679E0
2.769851796E1,-6.180506945E-3,5.002870403E-1,-9.108979654E-1
2.770854696E1,-1.568098985E-2,6.232601251E-1,-6.262964380E-1
2.771857496E1,-1.247409173E-1,6.970217273E-1,-4.346942908E-1
2.772860396E1,-4.305740502E-1,7.583967340E-1,-2.715739310E-1
2.773863196E1,-6.711562765E-1,7.840885225E-1,2.312339902E-2
2.774866096E1,-7.281417784E-1,7.036398983E-1,2.423770291E-1
2.775868896E1,-6.620367397E-1,5.567829841E-1,4.351901346E-1
2.776871796E1,-4.311459079E-1,5.104901393E-1,8.908519560E-1
2.777874596E1,-3.101409960E-1,5.038532571E-1,1.357198395E0
2.778877496E1,-1.911464299E-1,5.653845307E-1,1.914555575E0
2.779880296E1,-8.348676436E-2,5.196834241E-1,2.639116811E0
2.780883096E1,1.476732586E-1,3.755267541E-1,3.375157301E0
2.781885996E1,3.136807542E-1,1.617914338E-1,3.814284366E0
2.782888796E1,4.420624403E-1,7.426124677E-2,3.849941856E0
2.783891696E1,4.339414252E-1,2.057961170E-1,3.477926209E0
2.784894496E1,3.364815331E-1,4.605626652E-1,3.030073929E0
2.785897396E1,3.831161842E-1,7.204013805E-1,2.752911229E0
2.786900196E1,5.352085491E-1,8.140816690E-1,2.450858102E0
2.787903096E1,5.576242523E-1,7.157528441E-1,2.352150085E0
2.788905896E1,3.273216870E-1,5.033870879E-1,3.067457517E0
2.789908796E1,1.130796324E-1,3.943800777E-2,4.405837818E0
2.790911596E1,-1.380520307E-2,-7.300301367E-1,5.316080310E0
2.791914496E1,-7.364312299E-3,-1.533230868E0,5.623056793E0
2.792917296E1,1.009062045E-1,-2.114860718E0,5.286251909E0
2.793920096E1,3.281815201E-1,-2.318744650E0,4.395948422E0
2.794922996E1,7.110779952E-1,-1.997137264E0,3.236742597E0
2.795925796E1,1.142611500E0,-1.450537498E0,1.998411080E0
2.796928696E1,1.396356321E0,-1.148870799E0,9.521635205E-1
2.797931496E1,1.462691959E0,-1.057595543E0,1.909110063E-1
2.798934396E1,1.496415044E0,-9.529721904E-1,-2.551391619E-1
2.799937196E1,1.551322300E0,-9.278266780E-1,-5.233784258E-1
2.800940096E1,1.500946929E0,-9.842245348E-1,-6.875857830E-1
2.801942896E1,1.352481884E0,-9.351941697E-1,-7.432647246E-1
2.802945796E1,1.120369496E0,-8.871245022E-1,-9.440481699E-1
2.803948596E1,9.278439273E-1,-8.770707996E-1,-1.427780719E0
2.804951496E1,8.246662257E-1,-8.029665506E-1,-1.984509909E0
2.805954296E1,6.243251954E-1,-6.260004227E-1,-2.429538569E0
2.806957096E1,5.072306089E-1,-3.728873210E-1,-2.734298957E0
2.807959996E1,5.342155822E-1,-2.104274042E-1,-2.975820538E0
2.808962796E1,6.399863047E-1,-1.905739874E-1,-3.101871305E0
2.809965696E1,5.253851172E-1,-2.392502305E-1,-3.044514797E0
2.810968496E1,4.190695804E-1,-2.687649286E-1,-2.954300446E0
2.811971383E1,2.848481338E-1,-3.405837934E-1,-3.035710060E0
2.812974183E1,1.106168948E-1,-3.696974456E-1,-3.139318628E0
2.813977083E1,-1.064967274E-1,-2.499545820E-1,-3.227448447E0
2.814979883E1,-3.190369499E-1,-8.994362533E-2,-3.254395925E0
2.815982783E1,-5.141980780E-1,1.276125580E-2,-3.259899909E0
2.816985583E1,-6.368900578E-1,1.306839542E-1,-3.235471412E0
2.817988383E1,-5.298102900E-1,3.193785004E-1,-3.084589859E0
2.818991283E1,-3.064405856E-1,6.329632871E-1,-3.026964964E0
2.819994083E1,-1.866094290E-1,9.712119949E-1,-3.086406004E0
2.820996983E1,-8.619797207E-2,1.197950134E0,-3.194185392E0
2.821999783E1,4.195896171E-2,1.390658794E0,-3.227035634E0
2.823002683E1,2.519119374E-1,1.660676488E0,-3.085982081E0
2.824005483E1,2.535921349E-1,1.792594351E0,-2.690657678E0
2.825008383E1,-1.540006768E-1,1.646166769E0,-1.849014720E0
2.826011183E1,-6.357770403E-1,1.321697171E0,-4.734934902E-1
2.827014083E1,-8.491600659E-1,1.005148650E0,1.109034376E0
2.828016883E1,-8.267883264E-1,7.252050874E-1,2.350795870E0
2.829019683E1,-5.117015362E-1,7.132419766E-1,3.017628715E0
2.830022583E1,-1.756537934E-1,1.029086493E0,2.879076017E0
2.831025383E1,8.659053952E-2,1.464929835E0,2.010790220E0
2.832028283E1,2.608094262E-1,1.764418081E0,9.354252809E-1
2.833031083E1,2.675927811E-1,2.070958946E0,-4.665727258E-2
2.834033983E1,2.226530550E-1,2.474861214E0,-5.116214293E-1
2.835036783E1,-8.759260610E-2,2.678606859E0,-3.572964513E-1
2.836039683E1,-4.147052186E-1,2.564023359E0,3.862945479E-1
2.837042483E1,-4.524735539E-1,1.921340392E0,1.426646944E0
2.838045383E1,-3.680792286E-1,1.150493035E0,2.554975963E0
2.839048183E1,-3.059627219E-1,6.820540246E-1,3.703145753E0
2.840050983E1,-2.338921710E-1,3.664971913E-1,4.604424464E0
2.841053883E1,-9.640684515E-2,5.408469826E-2,5.171276938E0
2.842056683E1,-2.133543011E-2,-2.023801737E-1,5.632845032E0
2.843059583E1,-2.329415233E-1,-6.108862473E-1,6.055517448E0
2.844062383E1,-6.665230890E-1,-1.179078392E0,6.341677258E0
2.845065283E1,-9.640761991E-1,-1.713222784E0,6.344387442E0
2.846068083E1,-1.067086305E0,-2.195877838E0,5.714913628E0
2.847070983E1,-9.872108540E-1,-2.562312756E0,4.350049533E0
2.848073783E1,-8.955797222E-1,-2.624389429E0,2.769277586E0
2.849076683E1,-1.000250949E0,-2.441321439E0,1.342827108E0
2.850079483E1,-1.043961371E0,-2.225829762E0,6.173724174E-2
2.851082283E1,-8.947049057E-1,-1.989362367E0,-7.273866105E-1
2.852085183E1,-5.877895262E-1,-1.587455461E0,-8.872845697E-1
2.853087983E1,-1.814700188E-1,-1.150651787E0,-5.893812114E-1
2.854090883E1,2.135816481E-1,-9.345768499E-1,-3.226937985E-1
2.855093683E1,3.696281195E-1,-9.508527209E-1,-2.861142021E-1
2.856096583E1,3.905666333E-1,-1.057789817E0,-3.556685865E-1
2.857099383E1,2.226064600E-1,-1.196904725E0,-6.986937386E-1
2.858102283E1,-1.920596918E-1,-1.132224726E0,-1.317566552E0
2.859105083E1,-5.159063055E-1,-9.759600802E-1,-1.882815719E0
2.860107883E1,-6.879016788E-1,-8.505495836E-1,-2.486407419E0
2.861110783E1,-7.638468506E-1,-7.958773863E-1,-2.967519246E0
2.862113583E1,-6.098336023E-1,-6.467374268E-1,-3.303324257E0
2.863116483E1,-3.962609077E-1,-3.907779005E-1,-3.421263766E0
2.864119283E1,-2.376937748E-1,-9.380907342E-2,-3.215733551E0
2.865122183E1,-1.253716857E-1,7.646053076E-2,-2.692701280E0
2.866124983E1,3.127584290E-2,1.035645680E-1,-2.284549255E0
2.867127883E1,1.070157409E-1,7.027636930E-2,-2.151315184E0
2.868130683E1,2.432459253E-1,1.108738799E-1,-2.199195110E0
2.869133483E1,3.187772970E-1,1.969077645E-1,-2.344719443E0
2.870136383E1,2.904510820E-1,3.422072728E-1,-2.711351559E0
2.871139183E1,3.540790940E-1,6.327758838E-1,-3.311753018E0
2.872142083E1,5.065483850E-1,9.099353676E-1,-3.860703657E0
2.873144883E1,5.443445677E-1,1.273101839E0,-4.297243913E0
2.874147783E1,4.379701933E-1,1.594116463E0,-4.411123116E0
2.875150583E1,3.384266093E-2,1.802480677E0,-4.037459723E0
2.876153483E1,-4.262061071E-1,1.766872157E0,-3.123303689E0
2.877156283E1,-6.598883265E-1,1.332962563E0,-1.976771119E0
2.878159083E1,-7.034669669E-1,8.009935538E-1,-1.010276073E0
2.879161983E1,-5.197223812E-1,4.417077336E-1,-1.207327241E-1
2.880164783E1,-1.584126203E-1,2.407688986E-1,6.831483310E-1
2.881167683E1,1.289945840E-1,2.453143778E-1,1.170107959E0
2.882170483E1,2.673936834E-1,5.500313504E-1,1.117351456E0
2.883173383E1,1.881838650E-1,8.848109052E-1,8.166408491E-1
2.884176183E1,7.911085434E-2,9.610938267E-1,6.928342438E-1
2.885179083E1,-1.323455867E-1,8.415784930E-1,5.816956311E-1
2.886181883E1,-3.213080450E-1,5.999257877E-1,7.400750685E-1
2.887184683E1,-5.393966538E-1,3.578282556E-1,1.296180945E0
2.888187583E1,-5.321153355E-1,1.733187810E-2,1.944175231E0
2.889190383E1,-2.091281529E-1,-2.473695280E-1,2.513618606E0
2.890193283E1,3.868994058E-1,-3.421334517E-1,3.078164939E0
2.891196083E1,8.364794286E-1,-5.016114347E-1,3.593781186E0
2.892198983E1,8.841966552E-1,-5.265081480E-1,3.768339869E0
2.893201783E1,7.333560330E-1,-3.445093216E-1,3.406914114E0
2.894204683E1,5.241593946E-1,-1.713339436E-1,2.448309301E0
2.895207483E1,3.978038052E-1,1.369971929E-1,1.195117670E0
2.896210283E1,5.246290356E-1,6.296319821E-1,5.049246132E-2
2.897213183E1,4.442493720E-1,9.865103576E-1,-6.932663530E-1
2.898215983E1,1.289686004E0,1.034937290E0,-1.092583235E0
2.899218883E1,1.886091037E0,8.065897778E-1,4.519716436E-1
2.900221683E1,1.875190658E0,3.390674642E-1,2.801279982E0
2.901224583E1,1.648581669E0,-3.329748116E-1,4.345662367E0
2.902227383E1,1.411974965E0,-1.057631065E0,5.006453285E0
2.903230183E1,1.111962808E0,-1.710132384E0,5.048201820E0
2.904233083E1,8.094324017E-1,-2.085058630E0,4.553285301E0
2.905235883E1,3.617250959E-1,-1.830327896E0,3.647514174E0
2.906238783E1,1.695470345E-1,-1.344823786E0,2.445016149E0
2.907241583E1,5.444836949E-1,-1.030668823E0,1.139656829E0
2.908244483E1,9.400597841E-1,-9.185018308E-1,2.149752223E-1
2.909247283E1,1.049285699E0,-9.087627085E-1,-2.379343146E-1
2.910250183E1,9.150892496E-1,-9.574149048E-1,-2.951844031E-1
2.911252983E1,6.944314107E-1,-1.102184071E0,-3.310559016E-1
2.912255817E1,5.813100438E-1,-1.227320479E0,-5.688089526E-1
2.913258717E1,4.586144825E-1,-1.243846318E0,-9.024481541E-1
2.914261517E1,4.045427943E-1,-1.250255598E0,-1.353974825E0
2.915264417E1,4.049108035E-1,-1.164375056E0,-1.848489055E0
2.916267217E1,4.255539963E-1,-8.748887649E-1,-2.479676689E0
2.917270117E1,3.313362025E-1,-4.634533824E-1,-3.219460566E0
2.918272917E1,3.723577825E-1,-9.080141187E-2,-3.779570031E0
2.919275717E1,4.301800210E-1,1.903716007E-1,-4.171328802E0
2.920278617E1,4.434692804E-1,4.841792768E-1,-4.225828360E0
2.921281417E1,2.547383353E-1,5.686057618E-1,-3.876385889E0
2.922284317E1,-1.955887789E-1,3.613639207E-1,-3.352568922E0
2.923287117E1,-6.473710457E-1,1.036185086E-1,-3.024853535E0
2.924290017E1,-8.399876118E-1,-1.581671834E-2,-2.766158096E0
2.925292817E1,-7.205966775E-1,-9.076618239E-2,-2.643926731E0
2.926295617E1,-4.947756010E-1,-5.323363602E-2,-2.656319320E0
2.927298517E1,-1.651057088E-1,1.848831117E-1,-2.882324730E0
2.928301317E1,1.511261856E-1,5.521063811E-1,-3.140092800E0
2.929304217E1,3.597855379E-1,1.049333866E0,-3.093618545E0
2.930307017E1,3.992185025E-1,1.382115427E0,-2.816269904E0
2.931309917E1,3.193472178E-1,1.375423727E0,-2.361019726E0
2.932312717E1,3.139745037E-1,1.280763445E0,-1.889212573E0
2.933315617E1,3.858220198E-1,1.201277273E0,-1.478339839E0
2.934318417E1,3.297997005E-1,1.193118360E0,-1.027402568E0
2.935321217E1,2.473454082E-1,1.215298457E0,-5.566800731E-1
2.936324117E1,1.621419744E-1,1.153840859E0,-3.950086534E-2
2.937326917E1,2.527699433E-1,1.016424859E0,4.653237605E-1
2.938329817E1,3.230004119E-1,1.060233514E0,8.051773828E-1
2.939332617E1,1.937814776E-1,1.174672734E0,9.203324479E-1
2.940335517E1,6.194043249E-2,1.347417026E0,1.025368906E0
2.941338317E1,1.131751247E-1,1.486672267E0,1.033849123E0
2.942341117E1,3.213466731E-1,1.635600558E0,9.766931748E-1
2.943344017E1,4.216192587E-1,1.720300254E0,8.998210001E-1
2.944346817E1,4.327233405E-1,1.710471815E0,9.761780351E-1
2.945349717E1,5.125145184E-1,1.570014825E0,1.375997193E0
2.946352517E1,5.089036435E-1,1.244151689E0,2.158748165E0
2.947355417E1,3.878190632E-1,6.365622483E-1,3.433177468E0
2.948358217E1,2.311807074E-1,4.294809133E-2,4.637237869E0
2.949361017E1,3.236124692E-1,-2.024453701E-1,5.061457458E0
2.950363917E1,5.010004006E-1,-1.271180297E-1,4.698520782E0
2.951366717E1,7.022496497E-1,6.575223237E-2,3.932512143E0
2.952369617E1,7.985081948E-1,2.491176993E-1,3.287931461E0
2.953372417E1,7.192961837E-1,2.496180747E-1,2.993248749E0
2.954375317E1,3.938579945E-1,-1.286922464E-1,3.300689501E0
2.955378117E1,1.598153673E-2,-8.359330063E-1,4.153426967E0
2.956380917E1,-4.160081244E-1,-1.588499920E0,4.434569866E0
2.957383817E1,-6.692569546E-1,-1.991249410E0,3.808465217E0
2.958386617E1,-6.639064600E-1,-2.216636038E0,2.390134183E0
2.959389517E1,-6.851213278E-1,-2.027933233E0,7.247074163E-1
2.960392317E1,-7.254327634E-1,-1.545224677E0,-6.552775776E-1
2.961395217E1,-4.993273661E-1,-1.167056005E0,-1.602838170E0
2.962398017E1,-1.380688414E-1,-9.290649721E-1,-2.165478895E0
2.963400817E1,1.884466973E-1,-6.458432414E-1,-2.262300015E0
2.964403717E1,2.411058444E-1,-2.630124378E-1,-1.828375218E0
2.965406517E1,2.508708407E-1,-1.036967151E-1,-9.262433982E-1
2.966409417E1,4.132579596E-1,-2.780660945E-1,-1.324388498E-1
2.967412217E1,5.632659383E-1,-6.821997665E-1,3.707275057E-1
2.968415117E1,4.045727979E-1,-1.103988668E0,7.985343611E-1
2.969417917E1,-4.202481598E-2,-1.520116148E0,1.091996759E0
2.970420717E1,-4.820199732E-1,-1.749915963E0,1.094863649E0
2.971423617E1,-6.931336943E-1,-1.599428366E0,7.198530579E-1
2.972426417E1,-7.710700623E-1,-1.119923207E0,1.005054510E-1
2.973429317E1,-5.898815869E-1,-6.653082568E-1,-6.578275484E-1
2.974432117E1,-1.646899717E-1,-3.058791798E-1,-1.444175143E0
2.975435017E1,1.796311426E-1,5.693792023E-2,-2.074061771E0
2.976437817E1,3.136250594E-1,4.423999708E-1,-2.444671163E0
2.977440617E1,3.007931985E-1,6.455940038E-1,-2.521130524E0
2.978443517E1,3.434794807E-1,5.919947706E-1,-2.388646651E0
2.979446317E1,5.434736980E-1,4.279690426E-1,-2.119968261E0
2.980449217E1,5.913138624E-1,2.421109807E-1,-1.879151269E0
2.981452017E1,5.183881196E-1,-1.823578455E-2,-1.731395053E0
2.982454817E1,3.129226626E-1,-3.734409061E-1,-1.607386719E0
2.983457717E1,1.454372102E-1,-6.545060375E-1,-1.730099895E0
2.984460517E1,1.881420574E-1,-4.140315463E-1,-2.132291268E0
2.985463417E1,4.176533116E-1,9.516255766E-2,-2.725069127E0
2.986466217E1,6.830436659E-1,6.440032688E-1,-3.269877014E0
2.987469117E1,7.983805794E-1,1.076393026E0,-3.541500061E0
2.988471917E1,8.061013891E-1,1.411959908E0,-3.325085839E0
2.989474717E1,7.222536322E-1,1.376113699E0,-2.641812962E0
2.990477617E1,5.000274239E-1,8.561339669E-1,-1.693439607E0
2.991480417E1,1.832749812E-1,3.531944834E-1,-9.444136208E-1
2.992483317E1,1.903961590E-1,7.450244442E-2,-3.335216725E-1
2.993486117E1,5.400630172E-1,-1.470089418E-1,1.420054793E-2
2.994489017E1,8.071983267E-1,-2.249263063E-2,-5.351196349E-2
2.995491817E1,9.412325893E-1,5.000345868E-1,-4.168363094E-1
2.996494617E1,1.133579526E0,8.704456119E-1,-6.160398370E-1
2.997497517E1,1.260659256E0,1.016923334E0,-4.741600728E-1
2.998500317E1,1.386318698E0,1.034572278E0,2.015839291E-1
2.999503217E1,1.413226123E0,6.975985551E-1,1.147403805E0
3.000506017E1,1.397501206E0,1.769192040E-1,1.942340375E0
3.001508817E1,1.366470178E0,-1.677674344E-1,2.553108362E0
3.002511717E1,1.527566524E0,-3.572591753E-1,3.001026716E0
3.003514517E1,1.588311347E0,-3.357440530E-1,3.025668052E0
3.004517417E1,1.317178881E0,-5.979216546E-3,2.477900305E0
3.005520217E1,1.253200986E0,3.483614673E-1,1.761973068E0
3.006523117E1,1.569252933E0,5.475031605E-1,1.129658090E0
3.007525917E1,1.401824783E0,8.314413214E-1,1.207623695E0
3.008528717E1,7.773911948E-1,1.003759351E0,2.442867882E0
3.009531617E1,4.878525708E-1,3.217119049E-1,4.209901714E0
3.010534417E1,2.556318995E-1,-7.089412033E-1,5.417942900E0
3.011537317E1,6.987331342E-2,-1.513013243E0,6.024809625E0
3.012540108E1,-2.232673781E-1,-1.889652284E0,6.045403519E0
3.013542908E1,-3.023344149E-1,-2.029873485E0,5.345045663E0
3.014545808E1,-2.518156046E-1,-1.851581647E0,3.880492389E0
3.015548608E1,-3.001556693E-1,-9.659527168E-1,2.196410081E0
3.016551508E1,-5.853727989E-2,-1.880649472E-1,7.907821226E-1
3.017554308E1,5.754008111E-1,1.437095772E-1,-2.965538210E-1
3.018557208E1,1.236531159E0,1.842891077E-1,-9.372952205E-1
3.019560008E1,1.301035450E0,7.584693857E-2,-1.033928061E0
3.020562808E1,1.110413223E0,-1.227418274E-2,-5.538131833E-1
3.021565708E1,1.058709145E0,-1.127321982E-1,-8.454255223E-2
3.022568508E1,1.104706633E0,-4.051907024E-1,1.488192397E-1
3.023571408E1,9.838950442E-1,-7.454644471E-1,1.661328453E-1
3.024574208E1,7.644759379E-1,-1.043724486E0,-3.595043600E-2
3.025577008E1,5.787475381E-1,-1.161736939E0,-5.418070954E-1
3.026579908E1,6.112974527E-1,-9.872010599E-1,-1.217321886E0
3.027582708E1,7.522823737E-1,-6.107967849E-1,-2.010339984E0
3.028585608E1,7.885713635E-1,-2.416874962E-1,-2.781101241E0
3.029588408E1,6.952140605E-1,-6.750617780E-2,-3.235539824E0
3.030591208E1,4.171067432E-1,-7.660407990E-2,-3.175868989E0
3.031594108E1,3.308724453E-1,-2.364929760E-1,-2.897964277E0
3.032596908E1,4.027864004E-1,-3.602491491E-1,-2.780270936E0
3.033599808E1,3.578718174E-1,-2.739166179E-1,-2.772045073E0
3.034602608E1,4.045365451E-1,-1.938520827E-1,-2.695126705E0
3.035605508E1,3.879575691E-1,-2.188188896E-1,-2.647947276E0
3.036608308E1,4.253771181E-1,-1.634961165E-1,-2.707584783E0
3.037611108E1,4.174537754E-1,8.055796713E-2,-2.977702757E0
3.038614008E1,4.760246037E-1,3.424827497E-1,-3.353408582E0
3.039616808E1,6.078005985E-1,5.591345881E-1,-3.680785416E0
3.040619708E1,5.475712806E-1,8.802054188E-1,-3.769350268E0
3.041622508E1,2.538817182E-1,1.169911712E0,-3.521837629E0
3.042625308E1,6.702495195E-2,1.170183023E0,-3.025608995E0
3.043628208E1,3.491138577E-2,9.403431547E-1,-2.435938931E0
3.044631008E1,-4.370866790E-2,9.443085902E-1,-1.687125199E0
3.045633908E1,7.140086196E-2,9.420693990E-1,-8.161134303E-1
3.046636708E1,4.169572006E-1,9.962086956E-1,-1.939141363E-1
3.047639608E1,6.768979499E-1,1.288344507E0,9.113587260E-2
3.048642408E1,7.628700732E-1,1.727694935E0,1.479690546E-1
3.049645208E1,7.146352219E-1,1.874486068E0,2.637158579E-1
3.050648108E1,5.905036575E-1,2.038221263E0,5.620378768E-1
3.051650908E1,2.577514055E-1,2.012212263E0,8.252619839E-1
3.052653808E1,-1.751239626E-1,1.824989680E0,1.089445619E0
3.053656608E1,-3.333935454E-1,1.528307513E0,1.403893089E0
3.054659408E1,-1.178020996E-1,1.252847815E0,1.775998784E0
3.055662308E1,3.431629271E-1,1.064943666E0,2.134540692E0
3.056665108E1,7.777361805E-1,1.037758864E0,2.368671978E0
3.057668008E1,1.160005359E0,1.113421615E0,2.585038252E0
3.058670808E1,1.382692547E0,1.013422387E0,2.761379752E0
3.059673608E1,1.089558543E0,7.131673515E-1,2.858378627E0
3.060676508E1,6.251253869E-1,3.890531912E-1,3.026556244E0
3.061679308E1,4.721231952E-1,2.006462549E-1,3.054900037E0
3.062682208E1,6.044990413E-1,1.053289653E-1,2.884446099E0
3.063685008E1,7.426241621E-1,-1.040742990E-1,2.594041210E0
3.064687808E1,5.890023849E-1,-4.459365861E-1,2.770811310E0
3.065690708E1,4.145622542E-1,-8.985504001E-1,3.685055053E0
3.066693508E1,3.711619538E-1,-1.370507242E0,4.643992572E0
3.067696408E1,1.570690032E-1,-1.897255418E0,5.199069339E0
3.068699208E1,-1.303440117E-1,-2.327268574E0,5.239589959E0
3.069702008E1,-1.461797335E-1,-2.588326727E0,4.329710578E0
3.070704908E1,-2.471550813E-1,-2.423534355E0,2.553107777E0
3.071707708E1,-3.286462641E-1,-1.704273036E0,7.724376529E-1
3.072710608E1,-4.039880763E-1,-1.006701670E0,-6.454004610E-1
3.073713408E1,-3.757628354E-1,-5.155417681E-1,-1.511754338E0
3.074716208E1,-3.902403952E-1,-1.404700005E-1,-1.665297543E0
3.075719108E1,-4.471276639E-1,9.321046472E-2,-9.825345433E-1
3.076721908E1,-2.982367958E-1,-7.723470211E-2,1.529157990E-1
3.077724808E1,-2.002297139E-1,-4.273757695E-1,8.288545132E-1
